Sample	Sample_ID	Batch_no	Herbarium	Barcode	Genus	Species	Collection_date	Collection_day	Collection_month	Collection_year	Country	Province	District	Town_Village	Latitude_DD	Longitude_DD	Accuracy	Altitude_m	aDNA_Laboratory_facility	Sequencing_facility	Tissue_weight_mg	DNA_concentration_QUANTUS_ng_ul	gDNA_DIN	Peak_size	LIB_concentration_tapestation_ng_ul	LIB_concentration_QUANTUS_ng_ul
HRG0570_S34	HRG0570		SIHUS	1385374	Oryza	rufipogon	17/03/1927	17	3	1927	Sri Lanka				8.340700788	80.4012492		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0571_S30	HRG0571		SIHUS	1105581	Oryza	rufipogon	27/10/1921	27	10	1921	China				23.42620047	113.8856927		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0574_S8	HRG0574		SIHUS	2896311	Oryza	rufipogon	30/05/1966	30	5	1966	Papua New Guinea				NA	NA		46	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0575_S30	HRG0575		SIHUS	3175766	Oryza	rufipogon	24/08/1990	24	8	1990	Papua New Guinea				-7.009614346	141.4955611		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0577_S19	HRG0577		MBG	MO - (BC:MO-1289735/A:2696248)	Oryza	alta	NA	NA	NA	NA	Venezuela				8.866103	-61.487985		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0578_S18	HRG0578		MBG	MO - (BC:MO-1289738/A:847680)	Oryza	alta	NA	NA	NA	1913	Paraguay				-25.33	-57.35		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0579_S31	HRG0579		MBG	MO - (BC:MO-1302969/A:04873972)	Oryza	alta	28/10/1998	28	10	1998	Bolivia				-18.93583	-57.87333		60	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0580_S32	HRG0580		MBG	MO - (BC:MO-1289763/A:3750538)	Oryza	grandiglumis	02/08/1989	2	8	1989	Colombia				-3.75	-70.25		100	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0581_S50	HRG0581		MBG	MO - (BC:MO-1334920/A:4567408)	Oryza	latifolia	16/11/1993	16	11	1993	Costa Rica				9.85	-84.63333333		90	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0582_S85	HRG0582		MBG	MO - (BC:MO-1207736/A:04873977)	Oryza	latifolia	28/02/1998	28	2	1998	Costa Rica				10.43138	-84.00361		100	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0584_S86	HRG0584		MBG	MO - (BC:MO-1299050/A:04833757)	Oryza	latifolia	01/09/1995	1	9	1995	Costa Rica				9.770647336	-84.93589129		0-200	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0585_S77	HRG0585		MBG	"MO - (BC:MO-1309041/A:3502509), (BC:MO-210288/A:3502508)"	Oryza	latifolia	01/10/1986	1	10	1986	Colombia				8.73857	-76.577747		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0586_S78	HRG0586		MBG	MO - (BC:MO-1309042/A:3502518)	Oryza	latifolia	02/10/1986	2	10	1986	Colombia				8.005436	-76.640526		10	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0587_S51	HRG0587		MBG	MO - (BC:MO-1309043/A:04569727)	Oryza	latifolia	20/12/1990	20	12	1990	Colombia				8.06666	-76.33333		0	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0588_S52	HRG0588		MBG	MO - (BC:MO-1309044/A:04628586)	Oryza	latifolia	19/05/1993	19	5	1993	Colombia				9	-74.08333333		70	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0589_S69	HRG0589		MBG	MO - (BC:MO-1309045/A:2732351)	Oryza	latifolia	07/04/1979	7	4	1979	Colombia				4.66666	-76.91666		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0590_S8	HRG0590		MBG	MO - (BC:MO-1330217/A:2097537)	Oryza	latifolia	1890	NA	NA	1890	Paraguay				-22.475727	-62.28156		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0591_S82	HRG0591		MBG	MO - (BC:MO-1330219/A:5388430)	Oryza	latifolia	18/05/1967	18	5	1967	Colombia				7.135982	-77.233543		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0592_S53	HRG0592		MBG	MO - (BC:MO-1334884/A:3827874)	Oryza	latifolia	01/07/1989	1	7	1989	Costa Rica				9.5	-82.95		70-150	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0593_S54	HRG0593		MBG	MO - (BC:MO-1334886/A:4946947)	Oryza	latifolia	17/07/1992	17	7	1992	Costa Rica				10.65	-85.63333333		100	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0594_S79	HRG0594		MBG	MO - (BC:MO-1334887/A:3501058)	Oryza	latifolia	20/03/1987	20	3	1987	Costa Rica				45301	-83.6		45384	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0595_S38	HRG0595		MBG	MO - (BC:MO-1334899/A:3214097)	Oryza	latifolia	26/08/1984	26	8	1984	Costa Rica				10.81666667	-85.56666667		0-320	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0596_S87	HRG0596		MBG	MO - (BC:MO-1334900/A:5728944)	Oryza	latifolia	15/03/2002	15	3	2002	El Salvador				13.8752778	-88.9602778		470	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0597_S88	HRG0597		MBG	MO - (BC:MO-1334901/A:5668675)	Oryza	latifolia	02/06/1997	2	6	1997	Nicaragua				14.06666667	-84.56666667		200-220	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0600_S40	HRG0600		MBG	MO - (BC:MO-1621367/A:04853928)	Oryza	latifolia	16/08/2003	16	8	2003	Costa Rica				10.89916	-85.64972		200	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0601_S80	HRG0601		MBG	MO - (BC:MO-1748978/A:5988805)	Oryza	latifolia	22/10/1985	22	10	1985	Colombia				5.723987	-76.67808		50	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0602_S41	HRG0602		MBG	MO - (BC:MO-2220872/A:6218702)	Oryza	latifolia	16/12/2004	16	12	2004	Costa Rica				10.3491649	-85.2783924		10	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0603_S42	HRG0603		MBG	MO - (BC:MO-2234869/A:6266170)	Oryza	latifolia	21/08/2003	21	8	2003	Costa Rica				10.83	-85.61		290	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0604_S43	HRG0604		MBG	MO - (BC:MO-2234874/A:6266169)	Oryza	latifolia	21/06/2004	21	6	2004	Costa Rica				10.8833333	-85.6166667		200	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0605_S89	HRG0605		MBG	"MO - (BC:MO-2388399/A:6191994), (BC:MO-2935578/A:6708613)"	Oryza	latifolia	09/09/1999	9	9	1999	Costa Rica				10.35	-85.3666667		20	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0606_S44	HRG0606		MBG	MO - (BC:MO-2503173/A:6413904)	Oryza	latifolia	18/10/2006	18	10	2006	Costa Rica				10.389722	-83.97139		80	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0607_S45	HRG0607		MBG	MO - (BC:MO-2504377/A:6425773)	Oryza	latifolia	04/12/2006	4	12	2006	Costa Rica				10.0008333	-84.8280556		20	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0608_S90	HRG0608		MBG	MO - (BC:MO-2631439/A:6459133)	Oryza	latifolia	02/11/2011	2	11	2011	Nicaragua				11.9213889	-85.4261111		50	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0609_S39	HRG0609		MBG	MO - (BC:MO-2631917/A:3001367)	Oryza	latifolia	03/11/1981	3	11	1981	Mexico				16.1208334	-93.0136111		650	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0610_S40	HRG0610		MBG	MO - (BC:MO-2631918/A:2991186)	Oryza	latifolia	31/10/1981	31	10	1981	Mexico				15.9383333	-93.8177778		3	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0611_S41	HRG0611		MBG	MO - (BC:MO-2631922/A:3230208)	Oryza	latifolia	13/11/1984	13	11	1984	Mexico				17.5	-93.1		25	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0612_S91	HRG0612		MBG	MO - (BC:MO-2935399/A:6701249)	Oryza	latifolia	17/05/2000	17	5	2000	Costa Rica				8.65	-83.4666667		20	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0613_S92	HRG0613		MBG	MO - (BC:MO-2935509/A:6711055)	Oryza	latifolia	06/11/1999	6	11	1999	Costa Rica				10.95	-85.6166667		270	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0614_S70	HRG0614		MBG	MO - (BC:MO-365534/A:2583562)	Oryza	latifolia	27/08/1975	27	8	1975	Honduras				14.86444	-89.10611		600	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0615_S58	HRG0615		MBG	MO - (BC:MO-365536/A:1084971)	Oryza	latifolia	27/07/1934	27	7	1934	Honduras				15.7363889	-87.4530556		27	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0616_S81	HRG0616		MBG	MO - (BC:MO-365539/A:3323329)	Oryza	latifolia	06/09/1984	6	9	1984	Costa Rica				10.33333	-85.26111		20	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0617_S42	HRG0617		MBG	MO - (BC:MO-367564/A:3415941)	Oryza	latifolia	06/02/1983	6	2	1983	Costa Rica				10.43138	-84.00361		100	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0618_S82	HRG0618		MBG	MO - (BC:MO-367568/A:3717263)	Oryza	latifolia	01/08/1987	1	8	1987	Costa Rica				10.35	-85.35		10	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0619_S93	HRG0619		MBG	MO - (BC:MO-368908/A:5165940)	Oryza	latifolia	02/12/1997	2	12	1997	Costa Rica				8.566666667	-83.51666667		200	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0620_S33	HRG0620		MBG	MO - (BC:MO-1302957/A:04833754)	Oryza	rufipogon	03/04/1993	3	4	1993	Argentina				NA	NA		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0621_S20	HRG0621		MBG	MO - (BC:MO-208018/A:2667038)	Oryza	rufipogon	09/11/1978	9	11	1978	Brazil				NA	NA		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0713_S46	HRG0713		MBG	MO - (BC:MO-1299048/A:04873983)	Oryza	alta	02/11/1998	2	11	1998	Mexico				18.28444	-92.58916		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0714_S21	HRG0714		MBG	MO - (BC:MO-1289734/A:2993760)	Oryza	alta	01/12/1981	1	12	1981	Venezuela				8.83333	-67.36666		40	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0715_S34	HRG0715		MBG	MO - (BC:MO-1289736/A:3500447)	Oryza	alta	23/09/1987	23	9	1987	Venezuela				7.5	-64.5		1483	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0716_S9	HRG0716		MBG	MO - (BC:MO-367557/A:2108271)	Oryza	alta	21/12/1972	21	12	1972	Mexico				18.511659	-91.101909		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0717_S94	HRG0717		MBG	MO - (BC:MO-367558/A:5746416)	Oryza	alta	04/12/2002	4	12	2002	Mexico				18.43555	-92.635		200	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0718_S22	HRG0718		MBG	MO - (BC:MO-2631916/A:2991387)	Oryza	alta	10/11/1981	10	11	1981	Mexico				17.4913889	-92.1325		30-40	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0719_S10	HRG0719		MBG	MO - (BC:MO-208002/A:3696791)	Oryza	rufipogon	21/06/1966	21	6	1966	Papua New Guinea				-4.2167	142.8167		45	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0724_S63	HRG0724		NHMFR	P00661292	Oryza	latifolia	1813	NA	NA	1813	Puerto Rico				NA	NA		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0861_S66	HRG0861		RBGK	K000433412	Oryza	rufipogon	NA	NA	NA	NA	Suriname				NA	NA		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
HRG0862_S69	HRG0862		RBGK	K000433413	Oryza	grandiglumis	NA	NA	NA	NA	Brazil				NA	NA		NA	ÆDNA/UoN	Deep Seq/UoN			NA			
